Gene	No-Effect	Very Weak (35%)	Strong & Weak	Low (25%)	Cyto	padj_noeffect	padj_Cyto	padj_StrWeak	padj_vWeak	padj_low
PROZ	0.798262963281452	1	1	1	1	1	1	1	1	1
PRSS1	0.816499971234999	0.185633806436352	1	1	1	1	1	1	1	1
PSAT1	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
PSEN1	0.571965693527047	1	1	0.331790753920129	1	1	1	1	1	1
PSEN2	0.798262963281452	1	1	1	1	1	1	1	1	1
PSENEN	0.798262963281452	1	1	1	1	1	1	1	1	1
PSMA1	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMA2	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMA3	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMA4	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMA5	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMA6	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMA7	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMA8	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMB1	1	1	0.195620690318418	1	0.00200750155256589	1	0.229970455632826	1	1	1
PSMB10	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMB11	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMB2	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMB3	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMB4	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMB5	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMB6	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMB7	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMB8	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMB9	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
PSMD1	1	1	1	1	0.0260555507782269	1	1	1	1	1
PSMD2	1	1	1	1	0.0260555507782269	1	1	1	1	1
PTAFR	0.733701710048084	0.22637661780522	1	1	1	1	1	1	1	1
PTGDR	0.498279446604611	0.336759658332725	1	1	1	1	1	1	1	1
PTGDR2	0.911965953774553	1	1	0.0114521961344849	1	1	1	1	1	1
PTGER1	0.0535344459377812	1	1	1	1	1	1	1	1	1
PTGER2	0.067046206042142	1	1	1	1	1	1	1	1	1
PTGER3	0.105168153926191	1	1	1	1	1	1	1	1	1
PTGER4	0.0839700708339287	1	1	1	1	1	1	1	1	1
PTGES	0.798262963281452	1	1	1	1	1	1	1	1	1
PTGFR	0.733553674554258	0.369930224531088	1	0.4044648636752	1	1	1	1	1	1
PTGIR	0.431058238618997	1	1	1	0.211423863171384	1	1	1	1	1
PTGIS	0.637237605426053	1	1	1	1	1	1	1	1	1
PTGR1	0.798262963281452	1	1	1	1	1	1	1	1	1
PTGR2	0.798262963281452	1	1	1	1	1	1	1	1	1
PTGS1	0.121271379860108	0.923525979654468	0.997524269280813	0.0430891443177256	1	1	1	1	1	1
PTGS2	0.0637649738513308	0.955586538181457	0.999028989558681	0.0432701707192745	1	1	1	1	1	1
PTK2	0.651092047272845	1	1	1	0.146467421602334	1	1	1	1	1
PTK2B	0.972104522509213	0.185633806436352	1	1	0.100206730174315	1	1	1	1	1
PTK6	1	1	0.069997420242497	1	1	1	1	1	1	1
PTPN1	0.270132583543582	1	1	0.498909306306538	1	1	1	1	1	1
PTPN11	0.798262963281452	1	1	1	1	1	1	1	1	1
PTPN2	0.798262963281452	1	1	1	1	1	1	1	1	1
PTPN4	0.798262963281452	1	1	1	1	1	1	1	1	1
PTPN6	0.798262963281452	1	1	1	1	1	1	1	1	1
PTPRE	0.798262963281452	1	1	1	1	1	1	1	1	1
PTPRS	0.637237605426053	1	1	1	1	1	1	1	1	1
PYCR1	0.637237605426053	1	1	1	1	1	1	1	1	1
PYCR2	0.637237605426053	1	1	1	1	1	1	1	1	1
PYGB	0.798262963281452	1	1	1	1	1	1	1	1	1
PYGL	0.25883166131956	1	1	1	1	1	1	1	1	1
PYGM	0.431058238618997	1	1	1	0.211423863171384	1	1	1	1	1
QDPR	0.798262963281452	1	1	1	1	1	1	1	1	1
QPRT	0.798262963281452	1	1	1	1	1	1	1	1	1
RAB9A	0.798262963281452	1	1	1	1	1	1	1	1	1
RAC1	0.637237605426053	1	1	1	1	1	1	1	1	1
RAC2	0.798262963281452	1	1	1	1	1	1	1	1	1
RAC3	0.798262963281452	1	1	1	1	1	1	1	1	1
RAD51	0.798262963281452	1	1	1	1	1	1	1	1	1
RAF1	0.495331492913682	0.135709851053822	1	1	1	1	1	1	1	1
RALA	0.637237605426053	1	1	1	1	1	1	1	1	1
RALB	0.637237605426053	1	1	1	1	1	1	1	1	1
RAMP1	0.637237605426053	1	1	1	1	1	1	1	1	1
RAPGEF3	0.95928832113685	1	1	0.108823088600437	1	1	1	1	1	1
RAPGEF4	0.637237605426053	1	1	1	1	1	1	1	1	1
RARA	0.987770972581038	0.512464020390946	0.637728867310812	0.0402278469744971	0.308854536993995	1	1	1	1	1
RARB	0.968668655999286	0.486808872096871	1	0.0329537908477502	0.290385794133882	1	1	1	1	1
RARG	0.979717219532188	0.459801255093559	0.581211035299969	0.142687584663683	0.271421858309448	1	1	1	1	1
RBP1	0.637237605426053	1	1	1	1	1	1	1	1	1
RBP3	0.798262963281452	1	1	1	1	1	1	1	1	1
RBP4	0.798262963281452	1	1	1	1	1	1	1	1	1
RDH11	0.798262963281452	1	1	1	1	1	1	1	1	1
RDH12	0.798262963281452	1	1	1	1	1	1	1	1	1
RDH13	0.798262963281452	1	1	1	1	1	1	1	1	1
RDH14	0.798262963281452	1	1	1	1	1	1	1	1	1
RDH5	0.637237605426053	1	1	1	1	1	1	1	1	1
REG1A	0.798262963281452	1	1	1	1	1	1	1	1	1
RELA	0.942047093875649	1	0.440304396917806	1	0.0171656984297866	1	1	1	1	1
REN	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
RENBP	1	1	1	0.0559807378106458	1	1	1	1	1	1
RET	0.792876429164826	0.559984855958957	0.309734443067044	0.601930221985002	1	1	1	1	1	1
RETSAT	0.798262963281452	1	1	1	1	1	1	1	1	1
RFK	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
RGS4	0.508705284703027	1	1	1	1	1	1	1	1	1
RGS8	0.798262963281452	1	1	1	1	1	1	1	1	1
RHO	0.508705284703027	1	1	1	1	1	1	1	1	1
RHOA	0.798262963281452	1	1	1	1	1	1	1	1	1
RHOC	0.798262963281452	1	1	1	1	1	1	1	1	1
RIPK1	0.798262963281452	1	1	1	1	1	1	1	1	1
RIPK2	0.324208392311774	1	1	1	1	1	1	1	1	1
RLBP1	0.798262963281452	1	1	1	1	1	1	1	1	1
RNASE1	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
RNASE3	0.637237605426053	1	1	1	1	1	1	1	1	1
RNPEP	0.798262963281452	1	1	1	1	1	1	1	1	1
ROCK1	0.4924000062349	0.320949573797794	1	0.37158191763399	1	1	1	1	1	1
ROCK2	0.552230991374997	1	1	0.142687584663683	1	1	1	1	1	1
RORA	0.95928832113685	1	1	0.108823088600437	1	1	1	1	1	1
RORB	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
RORC	0.991781358269222	0.142741396965398	1	0.158703251038844	1	1	1	1	1	1
ROS1	0.637237605426053	1	1	1	1	1	1	1	1	1
RPL10L	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
RPL11	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
RPL13A	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
RPL15	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
RPL19	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
RPL23	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
RPL23A	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
RPL26L1	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
RPL3	0.998340303522559	1	0.0267508249261874	1	0.100206730174315	1	1	1	1	1
RPL37	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
RPL8	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
RPS2	1	1	0.069997420242497	1	1	1	1	1	1	1
RPS6KA1	0.940697363015372	1	0.304256964937203	1	0.123643277991489	1	1	1	1	1
RPS6KA2	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
RPS6KA3	0.894302246872106	1	1	1	0.0761412909689847	1	1	1	1	1
RPS6KA4	1	0.0500472955542181	1	1	1	1	1	1	1	1
RPS6KA5	0.798262963281452	1	1	1	1	1	1	1	1	1
RPS6KA6	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
RPS6KB1	0.495331492913682	0.135709851053822	1	1	1	1	1	1	1	1
RRM1	0.611633977957376	0.431369742203747	1	0.4692241628363	1	1	1	1	1	1
RRM2	0.848907931637341	0.301839640343729	1	0.331790753920129	1	1	1	1	1	1
RRM2B	0.406107055859036	1	1	1	1	1	1	1	1	1
RSL24D1	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
RXRA	0.793024434294356	1	1	0.369175097268187	0.190342288311752	1	1	1	1	1
RXRB	0.942047093875649	0.336759658332725	1	0.369175097268187	0.190342288311752	1	1	1	1	1
RXRG	0.848907931637341	0.301839640343729	1	1	0.168695214576506	1	1	1	1	1
RYR1	0.89892103559856	1	1	0.29218731080305	0.146467421602334	1	1	1	1	1
RYR2	0.816499971234999	1	1	0.205787517164507	1	1	1	1	1	1
RYR3	0.508705284703027	1	1	1	1	1	1	1	1	1
S100A1	0.798262963281452	1	1	1	1	1	1	1	1	1
S100A12	0.637237605426053	1	1	1	1	1	1	1	1	1
S100A13	0.637237605426053	1	1	1	1	1	1	1	1	1
S100A2	0.798262963281452	1	1	1	1	1	1	1	1	1
S100A4	1	1	0.069997420242497	1	1	1	1	1	1	1
S100B	0.637237605426053	1	1	1	1	1	1	1	1	1
S100P	1	0.0500472955542181	1	1	1	1	1	1	1	1
S1PR1	0.431058238618997	1	0.479454712369289	1	1	1	1	1	1	1
S1PR2	0.637237605426053	1	1	1	1	1	1	1	1	1
S1PR3	0.637237605426053	1	1	1	1	1	1	1	1	1
S1PR4	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
S1PR5	0.798262963281452	1	1	1	1	1	1	1	1	1
SAA1	0.798262963281452	1	1	1	1	1	1	1	1	1
SCD	0.508705284703027	1	1	1	1	1	1	1	1	1
SCLY	0.798262963281452	1	1	1	1	1	1	1	1	1
SCN10A	0.842927005655893	0.0675641841811979	0.648165541768417	0.523867844563326	1	1	1	1	1	1
SCN11A	0.692146802700458	0.153291944273896	1	0.553384950657938	1	1	1	1	1	1
SCN1A	0.762740584720946	0.283402535708725	0.781849214566088	0.330269137076999	1	1	1	1	1	1
SCN1B	0.637237605426053	1	1	1	1	1	1	1	1	1
SCN2A	0.641609466355968	0.171276769523079	1	0.578356727444134	1	1	1	1	1	1
SCN2B	0.637237605426053	1	1	1	1	1	1	1	1	1
SCN3A	0.709694380618477	0.226838968846381	1	0.267052004392991	1	1	1	1	1	1
SCN3B	0.637237605426053	1	1	1	1	1	1	1	1	1
SCN4A	0.447650894814487	0.245661335396229	1	0.665023338431147	1	1	1	1	1	1
SCN4B	0.637237605426053	1	1	1	1	1	1	1	1	1
SCN5A	0.722120635468649	0.601007654283983	0.537141243840418	0.184200720318247	1	1	1	1	1	1
SCN8A	0.692146802700458	0.153291944273896	1	0.553384950657938	1	1	1	1	1	1
SCN9A	0.404056427170889	0.264533257169365	1	0.683744990790464	1	1	1	1	1	1
SCNN1A	0.508705284703027	1	1	1	1	1	1	1	1	1
SCNN1B	0.508705284703027	1	1	1	1	1	1	1	1	1
SCNN1D	0.508705284703027	1	1	1	1	1	1	1	1	1
SCNN1G	0.508705284703027	1	1	1	1	1	1	1	1	1
SDHA	0.798262963281452	1	1	1	1	1	1	1	1	1
SDHB	0.798262963281452	1	1	1	1	1	1	1	1	1
SDHC	0.798262963281452	1	1	1	1	1	1	1	1	1
SDHD	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
SDS	0.798262963281452	1	1	1	1	1	1	1	1	1
SDSL	0.798262963281452	1	1	1	1	1	1	1	1	1
SEC14L2	0.798262963281452	1	1	1	1	1	1	1	1	1
SEC14L3	0.798262963281452	1	1	1	1	1	1	1	1	1
SEC14L4	0.798262963281452	1	1	1	1	1	1	1	1	1
SELE	0.637237605426053	1	1	1	1	1	1	1	1	1
SELL	0.798262963281452	1	1	1	1	1	1	1	1	1
SELP	0.733701710048084	1	1	1	0.123643277991489	1	1	1	1	1
SENP2	1	1	1	1	0.0260555507782269	1	1	1	1	1
SEPSECS	0.798262963281452	1	1	1	1	1	1	1	1	1
SERPINA6	0.105168153926191	1	1	1	1	1	1	1	1	1
SERPINB3	0.637237605426053	1	1	1	1	1	1	1	1	1
SERPINC1	0.798262963281452	1	1	1	1	1	1	1	1	1
SERPIND1	0.798262963281452	1	1	1	1	1	1	1	1	1
SERPINE1	0.798262963281452	1	1	1	1	1	1	1	1	1
SFRP1	1	1	1	0.0559807378106458	1	1	1	1	1	1
SGK1	0.965981735337769	0.0115752418776921	1	0.437777578381115	1	1	1	1	1	1
SGK2	1	1	1	0.0559807378106458	1	1	1	1	1	1
SGK3	0.798262963281452	1	1	1	1	1	1	1	1	1
SGPL1	0.798262963281452	1	1	1	1	1	1	1	1	1
SH2B3	0.798262963281452	1	1	1	1	1	1	1	1	1
SHBG	0.798262963281452	1	1	1	1	1	1	1	1	1
SHH	0.637237605426053	1	1	1	1	1	1	1	1	1
SHMT1	0.508705284703027	1	1	1	1	1	1	1	1	1
SHMT2	0.508705284703027	1	1	1	1	1	1	1	1	1
SI	1	0.0500472955542181	1	1	1	1	1	1	1	1
SIGMAR1	0.725470824891313	0.676482661391048	0.461757409741428	0.351040773939852	1	1	1	1	1	1
SIK1	1	0.0500472955542181	1	1	1	1	1	1	1	1
SIRT1	0.793024434294356	0.336759658332725	0.440304396917806	1	1	1	1	1	1	1
SIRT2	0.972104522509213	0.185633806436352	1	0.205787517164507	1	1	1	1	1	1
SIRT3	1	0.0500472955542181	1	1	1	1	1	1	1	1
SIRT5	0.95928832113685	1	1	0.108823088600437	1	1	1	1	1	1
SLC10A1	0.972104522509213	0.0140641685525357	1	1	1	1	1	1	1	1
SLC10A2	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC12A1	0.270132583543582	1	1	0.498909306306538	1	1	1	1	1	1
SLC12A2	0.816499971234999	1	1	0.205787517164507	1	1	1	1	1	1
SLC12A3	0.105168153926191	1	1	1	1	1	1	1	1	1
SLC12A4	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC12A5	0.637237605426053	1	1	1	1	1	1	1	1	1
SLC13A2	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC13A3	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC15A1	0.637237605426053	1	1	1	1	1	1	1	1	1
SLC15A2	0.637237605426053	1	1	1	1	1	1	1	1	1
SLC15A3	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC15A4	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC16A1	0.406107055859036	1	1	1	1	1	1	1	1	1
SLC16A7	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC18A1	0.406107055859036	1	1	1	1	1	1	1	1	1
SLC18A2	0.571965693527047	0.301839640343729	1	1	1	1	1	1	1	1
SLC18A3	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC19A1	1	1	1	0.0559807378106458	1	1	1	1	1	1
SLC19A2	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC19A3	0.637237605426053	1	1	1	1	1	1	1	1	1
SLC1A1	0.991781358269222	0.00727452024366626	1	1	1	1	1	1	1	1
SLC1A2	0.651092047272845	0.265077735944928	1	1	1	1	1	1	1	1
SLC1A3	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
SLC1A4	1	1	0.069997420242497	1	1	1	1	1	1	1
SLC1A5	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC1A6	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
SLC1A7	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
SLC22A11	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC22A12	0.406107055859036	1	1	1	1	1	1	1	1	1
SLC22A6	0.206642655951645	1	1	1	1	1	1	1	1	1
SLC22A8	0.637237605426053	1	1	1	1	1	1	1	1	1
SLC23A1	0.637237605426053	1	1	1	1	1	1	1	1	1
SLC23A2	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC25A10	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC25A12	1	0.0500472955542181	1	1	1	1	1	1	1	1
SLC25A13	1	0.0500472955542181	1	1	1	1	1	1	1	1
SLC25A18	1	0.0500472955542181	1	1	1	1	1	1	1	1
SLC25A22	1	0.0500472955542181	1	1	1	1	1	1	1	1
SLC25A4	0.637237605426053	1	1	1	1	1	1	1	1	1
SLC25A5	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC25A6	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC29A1	0.816499971234999	1	1	0.205787517164507	1	1	1	1	1	1
SLC2A1	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
SLC2A2	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC2A3	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC2A4	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC32A1	0.637237605426053	1	1	1	1	1	1	1	1	1
SLC36A1	0.982473690432184	1	0.352936252417099	0.0404604270733511	1	1	1	1	1	1
SLC37A4	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC38A3	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC38A5	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC3A1	1	0.0500472955542181	1	1	1	1	1	1	1	1
SLC46A1	0.816499971234999	1	1	0.205787517164507	1	1	1	1	1	1
SLC47A1	0.406107055859036	1	1	1	1	1	1	1	1	1
SLC47A2	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC52A2	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC5A1	0.733701710048084	0.22637661780522	1	1	1	1	1	1	1	1
SLC5A11	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC5A2	0.793024434294356	0.336759658332725	1	0.369175097268187	1	1	1	1	1	1
SLC5A3	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC5A6	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC5A8	0.508705284703027	1	1	1	1	1	1	1	1	1
SLC6A1	0.25883166131956	1	1	1	1	1	1	1	1	1
SLC6A12	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
SLC6A13	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC6A2	0.761790977926197	0.889602932811787	0.180492964481964	0.2193353992601	1	1	1	1	1	1
SLC6A3	0.842927005655893	0.795979057544755	0.0624861272398337	0.523867844563326	1	1	1	1	1	1
SLC6A4	0.934200783196907	0.905306058234947	0.100552553147373	0.113666088085453	0.702419867732309	1	1	1	1	1
SLC6A5	0.508705284703027	1	1	1	1	1	1	1	1	1
SLC6A8	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC6A9	0.206642655951645	1	1	1	1	1	1	1	1	1
SLC7A1	0.637237605426053	1	1	1	1	1	1	1	1	1
SLC7A11	0.99304262883844	0.00116657994001983	1	1	1	1	1	1	0.739026608049636	1
SLC7A2	0.798262963281452	1	1	1	1	1	1	1	1	1
SLC7A3	0.637237605426053	1	1	1	1	1	1	1	1	1
SLC7A4	0.637237605426053	1	1	1	1	1	1	1	1	1
SLC7A8	1	1	0.069997420242497	1	1	1	1	1	1	1
SLC7A9	1	0.0500472955542181	1	1	1	1	1	1	1	1
SLC8A1	0.733701710048084	0.22637661780522	1	1	1	1	1	1	1	1
SLC9A1	0.508705284703027	1	1	1	1	1	1	1	1	1
SLCO1A2	0.508705284703027	1	1	1	1	1	1	1	1	1
SLCO1B1	0.979648519002019	0.008414864283067	0.479454712369289	1	1	1	1	1	1	1
SLCO1C1	0.637237605426053	1	1	1	1	1	1	1	1	1
SLCO2B1	0.508705284703027	1	1	1	1	1	1	1	1	1
SLK	0.798262963281452	1	1	1	1	1	1	1	1	1
SMAD2	0.798262963281452	1	1	1	1	1	1	1	1	1
SMAD3	0.798262963281452	1	1	1	1	1	1	1	1	1
SMARCA4	0.798262963281452	1	1	1	1	1	1	1	1	1
SMN1	0.798262963281452	1	1	1	1	1	1	1	1	1
SMO	0.495331492913682	0.135709851053822	1	1	1	1	1	1	1	1
SMOX	0.798262963281452	1	1	1	1	1	1	1	1	1
SMPD1	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
SMS	0.798262963281452	1	1	1	1	1	1	1	1	1
SMURF2	1	1	1	0.0559807378106458	1	1	1	1	1	1
SMYD2	0.798262963281452	1	1	1	1	1	1	1	1	1
SNCA	0.798262963281452	1	1	1	1	1	1	1	1	1
SOAT1	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
SOAT2	1	1	1	0.0559807378106458	1	1	1	1	1	1
SOD1	0.637237605426053	1	1	1	1	1	1	1	1	1
SOD2	0.637237605426053	1	1	1	1	1	1	1	1	1
SORD	0.637237605426053	1	1	1	1	1	1	1	1	1
SORT1	0.798262963281452	1	1	1	1	1	1	1	1	1
SPHK1	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
SPHK2	0.637237605426053	1	1	1	1	1	1	1	1	1
SPIRE2	1	1	0.069997420242497	1	1	1	1	1	1	1
SPTLC1	0.798262963281452	1	1	1	1	1	1	1	1	1
SPTLC2	0.798262963281452	1	1	1	1	1	1	1	1	1
SPTLC3	0.798262963281452	1	1	1	1	1	1	1	1	1
SQLE	0.508705284703027	1	1	1	1	1	1	1	1	1
SRC	0.950698038510426	0.722579215404842	0.0065939953568957	1	0.48280541082099	1	1	0.475761733444699	1	1
SRD5A1	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
SRD5A2	0.508705284703027	1	1	1	1	1	1	1	1	1
SRD5A3	0.798262963281452	1	1	1	1	1	1	1	1	1
SRF	0.798262963281452	1	1	1	1	1	1	1	1	1
SRMS	0.798262963281452	1	1	1	1	1	1	1	1	1
SRPK2	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
SRR	0.798262963281452	1	1	1	1	1	1	1	1	1
SST	0.798262963281452	1	1	1	1	1	1	1	1	1
SSTR1	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
SSTR2	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
SSTR3	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
SSTR4	1	1	0.069997420242497	1	1	1	1	1	1	1
SSTR5	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
STAT1	0.798262963281452	1	1	1	1	1	1	1	1	1
STAT3	0.925010146760383	1	0.0075620971921047	1	1	1	1	0.475761733444699	1	1
STAT5B	0.798262963281452	1	1	1	1	1	1	1	1	1
STK10	0.798262963281452	1	1	1	1	1	1	1	1	1
STK17A	0.798262963281452	1	1	1	1	1	1	1	1	1
STK17B	1	0.0500472955542181	1	1	1	1	1	1	1	1
STK24	0.798262963281452	1	1	1	1	1	1	1	1	1
STK33	0.798262963281452	1	1	1	1	1	1	1	1	1
STK4	0.798262963281452	1	1	1	1	1	1	1	1	1
STS	0.798262963281452	1	1	1	1	1	1	1	1	1
SUCLA2	0.798262963281452	1	1	1	1	1	1	1	1	1
SUCLG1	0.798262963281452	1	1	1	1	1	1	1	1	1
SUCLG2	0.798262963281452	1	1	1	1	1	1	1	1	1
SUCNR1	0.798262963281452	1	1	1	1	1	1	1	1	1
SULT1E1	1	0.0500472955542181	1	1	1	1	1	1	1	1
SULT2A1	0.508705284703027	1	1	1	1	1	1	1	1	1
SULT2B1	0.637237605426053	1	1	1	1	1	1	1	1	1
SV2A	1	1	0.069997420242497	1	1	1	1	1	1	1
SYK	0.947804760415302	1	0.0370516124997155	1	0.251949407314278	1	1	1	1	1
TAAR1	0.508705284703027	1	1	1	1	1	1	1	1	1
TAC1	0.798262963281452	1	1	1	1	1	1	1	1	1
TACC3	0.798262963281452	1	1	1	1	1	1	1	1	1
TACR1	0.441654590244562	1	0.637728867310812	0.553384950657938	1	1	1	1	1	1
TACR2	0.206642655951645	1	1	1	1	1	1	1	1	1
TACR3	0.816499971234999	0.185633806436352	1	1	1	1	1	1	1	1
TAOK2	0.798262963281452	1	1	1	1	1	1	1	1	1
TARS2	0.798262963281452	1	1	1	1	1	1	1	1	1
TAS1R2	0.798262963281452	1	1	1	1	1	1	1	1	1
TAT	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
TBXA2R	0.317148984848818	1	1	0.4692241628363	1	1	1	1	1	1
TBXAS1	0.571965693527047	1	1	0.331790753920129	1	1	1	1	1	1
TCF4	0.637237605426053	1	1	1	1	1	1	1	1	1
TEK	0.848907931637341	1	0.398205688646792	0.331790753920129	1	1	1	1	1	1
TERT	0.95928832113685	1	1	0.108823088600437	1	1	1	1	1	1
TFF2	0.798262963281452	1	1	1	1	1	1	1	1	1
TGFB1	0.637237605426053	1	1	1	1	1	1	1	1	1
TGFBR1	0.229187327294473	1	1	0.52693181653714	1	1	1	1	1	1
TGFBR2	0.798262963281452	1	1	1	1	1	1	1	1	1
TGM2	0.798262963281452	1	1	1	1	1	1	1	1	1
TH	0.508705284703027	1	1	1	1	1	1	1	1	1
THNSL1	0.637237605426053	1	1	1	1	1	1	1	1	1
THRA	0.816499971234999	0.185633806436352	1	1	1	1	1	1	1	1
THRB	0.816499971234999	0.185633806436352	1	1	1	1	1	1	1	1
TIMP3	0.798262963281452	1	1	1	1	1	1	1	1	1
TK2	0.798262963281452	1	1	1	1	1	1	1	1	1
TLR1	0.798262963281452	1	1	1	1	1	1	1	1	1
TLR2	0.798262963281452	1	1	1	1	1	1	1	1	1
TLR3	0.798262963281452	1	1	1	1	1	1	1	1	1
TLR4	0.25883166131956	1	1	1	1	1	1	1	1	1
TLR7	0.164980257286935	1	1	1	1	1	1	1	1	1
TLR8	0.508705284703027	1	1	1	1	1	1	1	1	1
TLR9	0.798262963281452	1	1	1	1	1	1	1	1	1
TMLHE	0.798262963281452	1	1	1	1	1	1	1	1	1
TNF	0.36311527548225	0.283402535708725	0.781849214566088	1	1	1	1	1	1	1
TNFSF10	0.798262963281452	1	1	1	1	1	1	1	1	1
TNFSF13B	0.798262963281452	1	1	1	1	1	1	1	1	1
TNK1	1	1	0.069997420242497	1	1	1	1	1	1	1
TNK2	0.406107055859036	1	1	1	1	1	1	1	1	1
TNKS	0.498279446604611	1	1	0.369175097268187	1	1	1	1	1	1
TNKS2	0.164980257286935	1	1	1	1	1	1	1	1	1
TNNC1	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
TOP1	0.303616079191886	1	0.708517485029293	1	0.361417633006274	1	1	1	1	1
TOP1MT	0.637237605426053	1	1	1	1	1	1	1	1	1
TOP2A	0.921058908158162	0.833759158196427	0.227564003051376	0.866449665387117	0.0128246817108559	1	1	1	1	1
TOP2B	0.89892103559856	1	1	1	0.0095225599372599	1	0.853718199592605	1	1	1
TP53	0.270132583543582	1	0.581211035299969	1	1	1	1	1	1	1
TPH1	0.733701710048084	0.22637661780522	1	1	1	1	1	1	1	1
